timestamp,date,time,_id,sensor,Temperature,Occupancy,Light Level,Relative Humidity,Noise Level,Pressure
1.47E+12,04/09/2016,20:13:20,00b7dfca4998558447c11b46f6beb493,H019LN,20.8,Unoccupied,0,53,35,1001.881313
1.47E+12,04/09/2016,20:13:20,00b7dfca4998558447c11b46f6fb29e1,H002LNW,20.7,Unoccupied,0.06,25.6,35,1013.279507
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81c3158c6,H008LE,22.6,Unoccupied,3.94,39.5,35,1009.050564
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81c317a59,H019LS,21.2,Unoccupied,0.01,64.2,35,1017.35771
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81c404501,H002LNW,20.7,Unoccupied,0.06,25.6,35,1013.279507
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81c408831,H019LS,21.2,Unoccupied,0.01,64.2,56,1017.35771
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81c5023b0,H004LE,23.1,Unoccupied,0.02,48.6,35,999.7312767
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81c60a274,H008LE,22.6,Unoccupied,3.94,39.5,35,1009.050564
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81c72387c,H013LE,21,Unoccupied,0,50.2,35,1007.201097
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81c819f0a,H008LNW,21,Unoccupied,0,51,35,1008.511131
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81cc82f4c,H008LNW,21,Unoccupied,0,51,35,1008.511131
1.47E+12,04/09/2016,20:13:20,02de681ba097d92de042cfd81cf484de,H019LN,20.8,Unoccupied,0,53,35,1001.881313
1.47E+12,04/09/2016,20:13:20,0b5299e58f46104e144f0b2db53fd285,H019LS,21.2,Unoccupied,0.01,64.2,35,1017.35771
1.47E+12,04/09/2016,20:13:20,0b5299e58f46104e144f0b2db5986944,H004LE,23.1,Unoccupied,0.02,48.6,35,999.7312767
1.47E+12,04/09/2016,20:13:20,0b5299e58f46104e144f0b2db5e04ecd,H013LE,21.1,Unoccupied,0,50.2,35,1007.291295
1.47E+12,04/09/2016,23:00:00,00ccab97f22fb9df86b22bcda20680ac,H008LNW,21,Unoccupied,0,51,35,1008.511131
1.47E+12,04/09/2016,23:00:00,00ccab97f22fb9df86b22bcda2250550,H013LE,20.9,Unoccupied,0,50.1,35,1007.715566
1.47E+12,04/09/2016,23:00:00,00ccab97f22fb9df86b22bcda2b4cb1d,H013LE,20.9,Unoccupied,0,50.1,35,1007.816338
1.47E+12,04/09/2016,23:00:00,00ccab97f22fb9df86b22bcda2de4d78,H002LNW,20.7,Unoccupied,0.06,25.6,35,1013.279507
